case_id,standard_name,question,expected_outcome,question_type,scenario
v3_edge_0081_06_ready_6d7ee56c0b,FRS 101,"For FRS 101, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0081_07_ready_64d6a05cc1,FRS 101,"In FRS 101, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0081_08_ready_1ef5a4b218,FRS 101,"Under FRS 101, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0081_09_ready_bebcf22f11,FRS 101,"Applying FRS 101, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0081_10_ready_61aa82fd8b,FRS 101,"For FRS 101, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0081_11_clarification_56e62d7478,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0081_12_clarification_44601432a9,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0081_13_clarification_9317960eb8,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0081_14_clarification_2f175ec7d4,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0081_15_clarification_6fb2343247,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0081_16_clarification_36bb17696a,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0081_17_clarification_4053a4ecaf,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0081_18_clarification_abea57267d,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0081_19_clarification_ad8dd61c20,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0081_20_clarification_c5aa719c60,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0082_01_ready_39eb7408a1,FRS 101,"Under FRS 101, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0082_02_ready_448abe1d6c,FRS 101,"Applying FRS 101, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0082_03_ready_6b55de3d95,FRS 101,"For FRS 101, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0082_04_ready_3af3740d24,FRS 101,"Under FRS 101, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0082_05_ready_251a7e6e4e,FRS 101,"Applying FRS 101, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0082_06_ready_81cb681268,FRS 101,"For FRS 101, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0082_07_ready_2eb2c795ff,FRS 101,"In FRS 101, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0082_08_ready_f109894282,FRS 101,"Under FRS 101, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0082_09_ready_b47a55b0c2,FRS 101,"Applying FRS 101, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0082_10_ready_5e314a740a,FRS 101,"For FRS 101, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0082_11_clarification_02b2989b37,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0082_12_clarification_c17d391414,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0082_13_clarification_fbbd66aa11,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0082_14_clarification_f3fe21defe,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0082_15_clarification_802dc57590,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0082_16_clarification_033bae655c,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0082_17_clarification_547b8b45b0,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0082_18_clarification_eb9a5f6fba,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0082_19_clarification_7fea4ab944,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0082_20_clarification_0113044976,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0083_01_ready_b135b36e3a,FRS 101,"Under FRS 101, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
